timestamp_ms,room_temp,ambient_temp,humidity,leak_pct,leak_alert,cooling,valve_pct,power_mW,energy_mWh,sensor_fault
620435,6.18,37.4,40.0,0,0,1,84,9864.0,782391.69,0
621435,6.19,37.4,40.0,0,0,1,84,9864.0,783378.06,0
622435,6.19,37.4,40.0,0,0,1,84,9864.0,784364.44,0
623435,6.19,37.4,40.0,0,0,1,84,9864.0,785350.81,0
624435,6.19,37.4,40.0,0,0,1,84,9864.0,786337.19,0
625435,6.19,37.5,40.0,0,0,1,84,9864.0,787323.56,0
626435,6.19,37.5,40.0,0,0,1,85,29064.0,790229.94,0
627435,6.19,37.5,40.0,0,0,1,85,9864.0,791216.31,0
628435,6.19,37.5,40.0,0,0,1,85,9864.0,792202.69,0
629435,6.19,37.5,40.0,0,0,1,85,9864.0,793189.06,0
630435,6.20,37.6,40.0,0,0,1,85,9864.0,794175.44,0
631435,6.20,37.6,40.0,0,0,1,85,9864.0,795161.81,0
632435,6.20,37.6,40.0,0,0,1,85,9864.0,796148.19,0
633435,6.20,37.6,40.0,0,0,1,85,9864.0,797134.56,0
634435,6.20,37.6,40.0,0,0,1,85,9864.0,798120.94,0
635435,6.20,37.7,40.0,0,0,1,85,9864.0,799107.31,0
636435,6.20,37.7,40.0,0,0,1,85,29064.0,802013.69,0
637435,6.21,37.7,40.0,0,0,1,85,9864.0,803000.06,0
638435,6.21,37.7,40.0,0,0,1,85,9864.0,803986.44,0
639435,6.21,37.7,40.0,0,0,1,85,9864.0,804972.81,0
640435,6.21,37.8,40.0,0,0,1,85,9864.0,805959.19,0
641435,6.21,37.8,40.0,0,0,1,85,9864.0,806945.56,0
642435,6.21,37.8,40.0,0,0,1,85,9864.0,807931.94,0
643435,6.21,37.8,40.0,0,0,1,85,9864.0,808918.31,0
644435,6.21,37.8,40.0,0,0,1,85,9864.0,809904.69,0
645435,6.22,37.9,40.0,0,0,1,86,29064.0,812811.06,0
646435,6.22,37.9,40.0,0,0,1,86,9864.0,813797.44,0
647435,6.22,37.9,40.0,0,0,1,86,9864.0,814783.81,0
648435,6.22,37.9,40.0,0,0,1,86,9864.0,815770.19,0
649435,6.22,37.9,40.0,0,0,1,86,9864.0,816756.56,0
650435,6.22,38.0,40.0,0,0,1,86,9864.0,817742.94,0
651435,6.22,38.0,40.0,0,0,1,86,9864.0,818729.31,0
652435,6.22,38.0,40.0,0,0,1,86,9864.0,819715.69,0
